,Event,Site,Date,Round,White,Black,Result,CurrentPosition,Timezone,ECO,ECOURL,UTCDate,UTCTime,WhiteELO,BlackELO,TimeControl,Termination,StartTime,EndDate,EndTime,Link,whitemoves,blackmoves
29,Live Chess,Chess.com,2022.10.22,-,Firas1971,tuggypetu,1-0,6k1/RR6/5pp1/8/8/P2n2KP/2p2PP1/7r b - -,UTC,A45,https://www.chess.com/openings/Trompowsky-Attack,2022.10.22,05:46:03,1494,1489,180+2,Firas1971 won by resignation,05:46:03,2022.10.22,05:54:10,https://www.chess.com/game/live/60156584201,Rbg7+,Kf8
30,Live Chess,Chess.com,2022.10.22,-,Firas1971,tuggypetu,1-0,6k1/RR6/5pp1/8/8/P2n2KP/2p2PP1/7r b - -,UTC,A45,https://www.chess.com/openings/Trompowsky-Attack,2022.10.22,05:46:03,1494,1489,180+2,Firas1971 won by resignation,05:46:03,2022.10.22,05:54:10,https://www.chess.com/game/live/60156584201,Rxa7,Kg8
31,Live Chess,Chess.com,2022.10.22,-,Firas1971,tuggypetu,1-0,6k1/RR6/5pp1/8/8/P2n2KP/2p2PP1/7r b - -,UTC,A45,https://www.chess.com/openings/Trompowsky-Attack,2022.10.22,05:46:03,1494,1489,180+2,Firas1971 won by resignation,05:46:03,2022.10.22,05:54:10,https://www.chess.com/game/live/60156584201,Rhb7,Rh1+
32,Live Chess,Chess.com,2022.10.22,-,Firas1971,tuggypetu,1-0,6k1/RR6/5pp1/8/8/P2n2KP/2p2PP1/7r b - -,UTC,A45,https://www.chess.com/openings/Trompowsky-Attack,2022.10.22,05:46:03,1494,1489,180+2,Firas1971 won by resignation,05:46:03,2022.10.22,05:54:10,https://www.chess.com/game/live/60156584201,Kg3,over
0,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,e4,c5
1,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Nf3,Nc6
2,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,d4,cxd4
3,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Nxd4,Nf6
4,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Nc3,e5
5,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Ndb5,d6
6,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Be2,a6
7,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Na3,b5
8,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Nd5,Bb7
9,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Bf3,Be7
10,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Be3,O-O
11,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Bb6,Qc8
12,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,O-O,Nxd5
13,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,exd5,Nd4
14,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,c3,Nf5
15,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Nc2,g6
16,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Ne3,Ng7
17,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Ng4,f5
18,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Nh6+,Kh8
19,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,g4,Bg5
20,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,gxf5,Bxh6
21,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,fxg6,hxg6
22,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Kh1,Bf4
23,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Rg1,Qh3
24,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Rg2,Nf5
25,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Bg4,Qh4
26,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Qf3,Ne7
27,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Be6,Kg7
28,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Qd3,Rf6
29,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,Rag1,Rxe6
30,Live Chess,Chess.com,2022.10.22,-,tuggypetu,XudoyqulKarimov,0-1,r7/1b2n1k1/pB1pP1p1/1p2p3/5b2/2PQ4/PP3PRq/6RK w - -,UTC,B58,https://www.chess.com/openings/Sicilian-Defense-Open-Classical-Boleslavsky-Variation-7.Ndb5,2022.10.22,05:38:22,1498,1598,180+2,XudoyqulKarimov won by checkmate,05:38:22,2022.10.22,05:44:59,https://www.chess.com/game/live/60156006373,dxe6,Qxh2#
0,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,e4,e6
1,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,d4,d5
2,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,e5,c5
3,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,c3,Qb6
4,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Nf3,Nc6
5,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Be2,Nh6
6,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,h3,cxd4
7,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,cxd4,Nf5
8,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,O-O,Nfxd4
9,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Ng5,Nxe2+
10,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Qxe2,Be7
11,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Kh1,Qc7
12,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Re1,Bxg5
13,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Bxg5,h6
14,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Bh4,Nd4
15,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Qg4,Nc2
16,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Rc1,Qxe5
17,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Rxc2,Qe1+
18,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Kh2,O-O
19,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Bf6,g6
20,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Qf4,Kh7
21,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Bc3,e5
22,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Qf6,Qe4
23,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Bxe5,Rg8
24,Live Chess,Chess.com,2022.10.22,-,tuggypetu,VoLoDkA112,1-0,r1b3r1/pp3Q1k/6pp/3pB3/4q3/7P/PPR2PPK/RN6 b - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack-5...Qb6,2022.10.22,05:31:44,1505,1495,180+2,tuggypetu won by resignation,05:31:44,2022.10.22,05:38:06,https://www.chess.com/game/live/60155438457,Qxf7+,over
0,Live Chess,Chess.com,2022.10.22,-,tuggypetu,bhushannaik,1-0,8/6B1/8/3k3P/ppn5/3K1P2/P7/8 b - -,UTC,C64,https://www.chess.com/openings/Ruy-Lopez-Opening-Classical-Defense-4.O-O-Nge7,2022.10.22,05:19:18,1495,1423,180+2,tuggypetu won by resignation,05:19:18,2022.10.22,05:26:39,https://www.chess.com/game/live/60154814621,e4,e5
